Date,Price,Volume,Hashrate
2/20/2012,4.405710275,165944.8069,
2/21/2012,4.380540196,227836.5759,
2/22/2012,4.459142695,463115.5684,
2/23/2012,4.791296449,795802.8339,
2/24/2012,4.987916246,450964.8954,
2/25/2012,4.924159245,422089.2056,
2/26/2012,4.906355564,346896.9034,
2/27/2012,4.978158401,149329.4189,
2/28/2012,4.929814686,311488.6501,
2/29/2012,4.880539554,131519.0229,
3/1/2012,4.944390142,223086.5414,
3/2/2012,4.737071057,617830.7578,
3/3/2012,4.698446103,188836.3656,
3/4/2012,4.740357033,285078.6957,
3/5/2012,4.916739092,330929.8982,
3/6/2012,4.973678248,225009.2846,
3/7/2012,4.973724319,233407.8895,
3/8/2012,4.903389036,287355.4752,
3/9/2012,4.921164429,163100.3998,
3/10/2012,4.851159732,139200.72,
3/11/2012,4.890278809,209044.0427,
3/12/2012,4.917376597,110041.083,
3/13/2012,5.060078861,664563.0785,
3/14/2012,5.362781249,347484.6651,
3/15/2012,5.332264047,225460.0315,
3/16/2012,5.329095833,177985.4739,
3/17/2012,5.341677305,211105.9796,
3/18/2012,5.285144891,123378.0791,
3/19/2012,5.072579529,928600.0941,
3/20/2012,4.826971216,321244.0237,
3/21/2012,4.827741757,225156.1188,
3/22/2012,4.818073775,281309.7715,
3/23/2012,4.725085769,259540.1547,
3/24/2012,4.68493594,184634.668,
3/25/2012,4.592276893,323438.1688,
3/26/2012,4.638506267,327424.2054,
3/27/2012,4.711660254,347204.5739,
3/28/2012,4.787312499,187426.0325,
3/29/2012,4.782819397,188032.1014,
3/30/2012,4.797140945,192664.1443,
3/31/2012,4.884160877,175610.7533,
4/1/2012,4.830421304,175251.2811,
4/2/2012,4.906237879,406890.4905,
4/3/2012,4.934620851,389696.1842,
4/4/2012,4.942448927,254623.1979,
4/5/2012,4.928537512,170228.3107,
4/6/2012,4.948339402,295617.1757,
4/7/2012,4.832010579,394424.3598,
4/8/2012,4.749874291,201067.8185,
4/9/2012,4.784447962,190805.2357,
4/10/2012,4.832392707,260314.4469,
4/11/2012,4.861854294,334559.909,
4/12/2012,4.891514375,235077.9825,
4/13/2012,4.88706217,460774.3676,
4/14/2012,4.960382316,323503.666,
4/15/2012,4.927671116,165171.3252,
4/16/2012,4.946344077,157481.3572,
4/17/2012,4.96223848,156846.8487,
4/18/2012,5.100730442,408186.4043,
4/19/2012,5.161194217,251650.3705,
4/20/2012,5.214701895,556726.2761,
4/21/2012,5.281738637,327183.3648,
4/22/2012,5.203339967,193946.5544,
4/23/2012,5.164958783,263256.7488,
4/24/2012,5.082519905,373282.0081,
4/25/2012,5.109649953,192844.0374,
4/26/2012,5.086071559,300615.3076,
4/27/2012,5.099322633,137638.2513,
4/28/2012,4.990824362,458843.3434,
4/29/2012,4.937519872,111130.1578,
4/30/2012,4.948520895,280488.6493,
5/1/2012,4.9585425,190605.7089,
5/2/2012,5.120266237,494116.9994,
5/3/2012,5.087521989,189645.7263,
5/4/2012,5.120652792,228712.6937,
5/5/2012,5.083158967,98251.15897,
5/6/2012,5.054935631,106081.4994,
5/7/2012,5.046935804,239314.7033,
5/8/2012,5.038802365,349762.4795,
5/9/2012,5.055809393,205244.062,
5/10/2012,5.012098072,367313.2178,
5/11/2012,4.938944926,323526.2274,
5/12/2012,4.927582658,106725.7976,
5/13/2012,4.933647049,79315.82821,
5/14/2012,4.950239987,274810.6392,
5/15/2012,4.966754471,234199.1046,
5/16/2012,4.994403559,358786.3457,
5/17/2012,5.016528274,143743.3031,
5/18/2012,5.06357912,278928.4326,
5/19/2012,5.095425165,121388.0967,
5/20/2012,5.108053377,98069.45061,
5/21/2012,5.077187824,186106.1727,
5/22/2012,5.062815269,256404.7749,
5/23/2012,5.09439449,289728.447,
5/24/2012,5.099595304,157857.1271,
5/25/2012,5.103075592,129657.6752,
5/26/2012,5.104430621,88124.29033,
5/27/2012,5.106575416,87514.57447,
5/28/2012,5.108171174,146668.784,
5/29/2012,5.088322143,332751.9485,
5/30/2012,5.095944233,221398.2887,
5/31/2012,5.113634649,216965.0992,
6/1/2012,5.181942357,248909.7738,
6/2/2012,5.178034746,81811.94761,
6/3/2012,5.19679988,67063.97636,
6/4/2012,5.177730762,282434.8313,
6/5/2012,5.286215424,471817.8189,
6/6/2012,5.36885242,233522.092,
6/7/2012,5.448193738,280254.2763,
6/8/2012,5.584948693,316233.5067,
6/9/2012,5.579366288,213569.0191,
6/10/2012,5.466018007,137531.0856,
6/11/2012,5.461114999,234409.3636,
6/12/2012,5.56460815,513030.234,
6/13/2012,5.824517128,353765.2951,
6/14/2012,5.858444742,236711.1976,
6/15/2012,5.965401385,446575.3313,
6/16/2012,6.339629648,518983.2699,
6/17/2012,6.315180128,315519.5495,
6/18/2012,6.207178699,319396.9392,
6/19/2012,6.379610749,304154.4436,
6/20/2012,6.470545091,448010.164,
6/21/2012,6.576189025,367626.6144,
6/22/2012,6.539378817,387192,
